irradiance,ambient temp,wind speed,relative humidity,pressure
1112.2,18.24,32.8,53.8,1009.7
1113.8,17.92,35.4,55.2,1009.8
1109.4,18.28,37.8,54.4,1009.8
1118,18.26,37.2,53.4,1009.7
1126.1,18.42,35.8,52.8,1009.7
1124.9,18.78,37.8,54.4,1009.7
1125.2,18.56,37,60.4,1009.7
1121.7,18.56,34.8,66.4,1009.7
1123.9,18.28,32.2,68.6,1009.7
1123.8,18.68,36.4,68.2,1009.7
1125.3,18.32,35.4,71.6,1009.7
1115.3,17.7,38,73,1009.7
1125.1,18.62,35.4,70.8,1009.7
1124.7,18.3,35.6,74.2,1009.7
1126.7,18,35.6,49,1009.7
1117.8,18.08,34.8,35.6,1009.7
1111.7,18.64,33,33.6,1009.5
1092.5,18.36,38.2,34.8,1009.6
1125.7,18.66,35.2,31.2,1009.6
995.31,18.18,31,35.4,1009.6
1046.1,18.6,35.4,35.6,1009.5
942.86,18.42,32.2,37.2,1009.5
1026.6,18.5,36.8,35.8,1009.5
962.32,18.1,32.8,37.4,1009.5
510.52,17.64,35.8,37.6,1009.6
614.57,17.48,32.6,39.8,1009.5
977.53,18.34,34.4,38.4,1009.5
430.22,17.66,35,41.2,1009.5
823.62,18.02,32,39.4,1009.6
783.69,17.94,32.2,41.4,1009.6
986.14,17.92,35.8,42.2,1009.5
555.85,17.38,33.6,45,1009.5
655.57,17.54,32.2,44.6,1009.5
1017,17.92,31.6,42.4,1009.6
953.61,18.2,32.4,41,1009.5
779,17.84,36.2,41.4,1009.6
859.2,17.66,30.8,41.4,1009.5
895.57,18.24,37.4,39.4,1009.4
890.99,17.68,35.8,41.2,1009.5
877.15,17.76,34.2,40.4,1009.5
857.95,18.04,34.4,39.8,1009.5
841.96,18.44,30.2,39.2,1009.5
829.78,18.22,33.8,38.4,1009.5
811.51,18,33.6,38.8,1009.6
798.86,18.16,34.2,37.6,1009.5
778.24,18.26,34.4,38.2,1009.5
763.03,17.98,31,39,1009.6
752.09,18.16,33.4,39.6,1009.7
707.47,17.86,32.8,39.4,1009.7
726.51,17.96,37,40,1009.7
703.8,17.74,35.4,41.8,1009.8
699.74,17.96,36.2,40.8,1009.8
667.12,17.9,34.2,41,1009.8
653.98,17.44,33.2,43.2,1009.8
639.11,17.52,32,43.2,1009.8
617.52,17.36,32.4,43.2,1009.9
617.45,17.66,35.4,42,1009.9
592.06,17.6,30.6,42,1009.9
574.34,17.24,32.8,42.8,1009.9
524.4,17.2,32.6,41.2,1009.9
532.3,17.42,33.4,39.6,1009.9
513.15,17.26,33.2,40,1010
494.11,16.98,33.4,42.2,1010
477.54,16.92,37.4,43.4,1010
458.29,16.8,33.6,44.6,1010
330.72,16.9,33.6,46.8,1010.1
435.36,16.7,33.8,49.2,1010.2
409.53,16.8,32.6,50.8,1010.1
284.87,16.36,32.6,52.6,1010.2
341.11,16.58,32.4,51.6,1010.2
363.83,16.38,33.6,52.8,1010.3
354.43,16.68,35.4,53,1010.4
331.94,16.5,34.6,53.2,1010.5
288.34,16.38,34.6,53.4,1010.5
274.31,16.02,35,54.2,1010.6
161.49,15.58,35.8,55.6,1010.7
238.18,15.74,33.8,53.8,1010.7
234.9,15.72,34.4,54,1010.8
127.87,15.42,31.8,54.8,1010.8
176.8,15.38,32.2,53.8,1010.9
165.9,15.44,32,54.2,1010.9
132.39,15.36,30.6,55.6,1011
93.058,15.16,31.4,57.2,1011
58.73,14.88,31.4,58.8,1011.1
41.886,14.84,33.6,58.6,1011.1
29.81,14.7,30,58,1011.2
26.968,14.68,29.6,56.8,1011.3
28.266,14.66,29.4,55.4,1011.4
29.144,14.66,30.2,55.4,1011.4
19.382,14.6,30,55.4,1011.5
14.732,14.56,29.2,55.6,1011.6
11.564,14.48,29.6,57.2,1011.6
7.834,14.4,29.4,58.2,1011.6
5.33,14.36,30.2,58.6,1011.6
3.322,14.36,33,58.4,1011.7
2.436,14.34,29,58.2,1011.8
1.586,14.26,26.8,57.4,1011.8
1.24,14.18,29.2,57.2,1011.9
0.438,14.06,28.6,59,1011.8
0,13.995,27.992,58.987,1011.8
0,13.981,27.971,58.956,1011.6
0,13.967,27.95,58.925,1011.4
0,13.954,27.929,58.894,1011.1
0,13.94,27.908,58.862,1010.9
0,13.927,27.887,58.831,1010.7
0,13.913,27.866,58.8,1010.5
0,13.9,27.846,58.768,1010.3
0,13.886,27.825,58.737,1010
0,13.872,27.804,58.706,1009.8
0,13.859,27.783,58.674,1009.6
0,13.845,27.762,58.643,1009.4
0,13.832,27.741,58.612,1009.1
0,13.818,27.72,58.58,1008.9
0,13.805,27.699,58.549,1008.7
0,13.791,27.678,58.518,1008.5
0,13.777,27.658,58.486,1008.3
0,13.764,27.637,58.455,1008
0,13.75,27.616,58.424,1007.8
0,13.737,27.595,58.392,1007.6
0,13.723,27.574,58.361,1007.4
0,13.71,27.553,58.33,1007.1
0,13.696,27.532,58.299,1006.9
0,13.682,27.511,58.267,1006.7
0,13.669,27.491,58.236,1006.5
0,13.655,27.47,58.205,1006.3
0,13.642,27.449,58.173,1006
0,13.628,27.428,58.142,1005.8
0,13.615,27.407,58.111,1005.6
0,13.601,27.386,58.079,1005.4
0,13.587,27.365,58.048,1005.1
0,13.574,27.344,58.017,1004.9
0,13.56,27.324,57.985,1004.7
0,13.547,27.303,57.954,1004.5
0,13.533,27.282,57.923,1004.3
0,13.52,27.261,57.891,1004
0,13.506,27.24,57.86,1003.8
0,13.492,27.219,57.829,1003.6
0,13.479,27.198,57.797,1003.4
0,13.465,27.177,57.766,1003.1
0,13.452,27.157,57.735,1002.9
0,13.438,27.136,57.704,1002.7
0,13.425,27.115,57.672,1002.5
0,13.411,27.094,57.641,1002.3
0,13.397,27.073,57.61,1002
0,13.384,27.052,57.578,1001.8
0,13.37,27.031,57.547,1001.6
0,13.357,27.01,57.516,1001.4
0,13.343,26.99,57.484,1001.1
0,13.33,26.969,57.453,1000.9
0,13.316,26.948,57.422,1000.7
0,13.303,26.927,57.39,1000.5
0,13.289,26.906,57.359,1000.2
0,13.275,26.885,57.328,1000
0,13.262,26.864,57.296,999.8
0,13.248,26.843,57.265,999.58
0,13.235,26.823,57.234,999.36
0,13.221,26.802,57.203,999.14
0,13.208,26.781,57.171,998.92
0,13.194,26.76,57.14,998.69
0,13.18,26.739,57.109,998.47
0,13.167,26.718,57.077,998.25
0,13.153,26.697,57.046,998.03
0,13.14,26.676,57.015,997.8
0,13.126,26.656,56.983,997.58
0,13.113,26.635,56.952,997.36
0,13.099,26.614,56.921,997.14
0,13.085,26.593,56.889,996.91
0,13.072,26.572,56.858,996.69
0,13.058,26.551,56.827,996.47
0,13.045,26.53,56.795,996.25
0,13.031,26.509,56.764,996.03
0,13.018,26.489,56.733,995.8
0,13.004,26.468,56.701,995.58
0,12.99,26.447,56.67,995.36
0,12.977,26.426,56.639,995.14
0,12.963,26.405,56.608,994.91
0,12.95,26.384,56.576,994.69
0,12.936,26.363,56.545,994.47
0,12.923,26.342,56.514,994.25
0,12.909,26.322,56.482,994.02
0,12.895,26.301,56.451,993.8
0,12.882,26.28,56.42,993.58
0,12.868,26.259,56.388,993.36
0,12.855,26.238,56.357,993.13
0,12.841,26.217,56.326,992.91
0,12.828,26.196,56.294,992.69
0,12.814,26.175,56.263,992.47
0,12.8,26.154,56.232,992.25
0,12.787,26.134,56.2,992.02
0,12.773,26.113,56.169,991.8
0,12.76,26.092,56.138,991.58
0,12.746,26.071,56.106,991.36
0,12.733,26.05,56.075,991.13
0,12.719,26.029,56.044,990.91
0,12.705,26.008,56.013,990.69
0,12.46,23.2,58.8,990.68
0,12.28,23.8,61.2,990.8
0,12.4,25.4,59,990.82
0,12.42,29,59.2,990.9
0,12.2,29.4,61.2,990.96
0,12.18,25.6,60.4,991
0,11.96,26.8,63.4,991.08
0.97,12.02,34,59,991.1
1.834,11.96,32.8,59.2,991.1
2.944,11.84,30,60.2,991.1
4.356,11.62,27.2,61.6,991.14
6.36,11.4,25.4,63,991.2
10.096,11.42,28.6,61.8,991.2
15.564,11.32,22.4,62.4,991.26
25.118,10.92,19.4,65.2,991.36
37.28,11.1,18.4,62.6,991.54
46.75,11.12,14.2,63.6,991.66
46.976,11.04,15.6,63.8,991.82
66.858,11.3,16.6,62,991.94
120.62,11.5,14.6,61.8,992.06
125.46,11.66,15.4,61.6,992.14
134.55,11.82,16,60.6,992.2
153.56,11.88,13.4,60.6,992.24
124.85,11.94,13.4,61.4,992.36
71.642,11.78,13.4,63.6,992.56
56.4,11.4,10.6,65,992.6
108.99,11.2,12.2,66.8,992.6
216.79,11.94,13.4,62.6,992.7
235.87,12.34,17.2,62,992.7
256.44,12.5,19.2,60,992.8
283.58,12.72,24.4,58.6,992.9
337.5,12.96,24,57.4,992.9
388.68,13.36,31.4,55.2,992.9
201.75,13.16,31,55.6,992.9
218.28,12.64,32.6,55.2,992.9
308.92,12.98,29.8,54.6,992.96
340.74,13.08,25.2,54.4,993.04
406.44,13.24,30.8,52.8,993.12
411.96,13.42,29.6,52.4,993.18
444.26,13.52,31.4,51.8,993.28
475.51,13.52,31.2,51.4,993.34
486.78,13.52,25.2,51,993.4
506.74,13.7,25.6,51,993.5
494.65,14.16,32.4,51,993.48
495.09,13.62,26.6,52.4,993.5
376.73,13.8,30.2,51.2,993.5
574,13.96,30.6,50.4,993.52
528.43,14.24,31.8,49.6,993.58
614.1,14.06,29.8,48,993.6
442.55,14.38,30.2,47.8,993.62
537.67,14.44,30.2,47.8,993.7
309.22,14.54,29.6,49,993.7
351.6,14.18,32.8,48.4,993.68
266.67,13.88,32.8,48.6,993.72
298.76,13.94,25.6,50.2,993.8
270.61,13.84,24.8,51.6,993.82
415.61,13.92,28.8,50.4,993.86
388.79,14.62,30,49.2,993.9
428.75,14.6,32.4,49,993.92
585.37,14.56,33.8,47,993.98
706.75,14.8,35.4,47,994
787.72,15.36,31.4,46,993.92
341.52,14.94,28.6,45.8,994
374.99,14.62,31.8,45.8,994.02
429.58,14.44,30.6,45.4,994.1
431.1,14.76,30.4,45.8,994.1
406.56,14.72,30.4,47.8,994.1
501.72,14.82,30.6,46.6,994.02
699.96,15.26,29.6,44.2,994
613.78,15.44,32,43.2,994
477.29,15.24,27.2,44.2,994
407.56,15.26,30.8,44.4,994.04
278.98,15.04,29,44.8,994.1
188.69,14.64,29,49,994.16
417.41,14.52,32.2,53.4,994.28
730.08,15.4,32.4,47.4,994.24
742.81,15.8,36.6,45.6,994.2
583.66,15.64,35,46.6,994.3
955,15.7,28.6,47.2,994.3
677.08,16.28,31.2,45.6,994.26
701.25,15.66,28,45.4,994.3
689,16.06,28.4,45.8,994.26
812.61,16.2,31.2,44.8,994.3
1011.9,16.7,29.4,43.4,994.3
617.15,16.4,30,45,994.28
1149,16.86,31,45.2,994.22
1157.2,16.94,30.8,45,994.24
872.54,16.52,31.2,43.8,994.3
639.74,16.32,30,45.4,994.24
1157.6,16.62,30.8,44.6,994.2
1179.4,16.92,26.2,42.6,994.1
384.5,16.48,28,42.2,994.18
367.68,16.02,31.6,44.6,994.22
380.14,16.02,32.8,46,994.38
722.49,13.82,37.2,68,994.54
1208.3,14.82,30.2,64.8,994.6
1121.8,15.68,29.2,56.4,994.54
1111.9,16.32,28,51,994.42
1165.5,16.74,28.4,45.6,994.38
863.38,17.34,30,41.6,994.28
298.02,16.68,25.6,41,994.2
668.49,16.82,32,40,994.2
681.44,17.26,29.6,40.2,994.14
448.38,16.76,32.4,38.4,994.06
361.59,16.58,27.6,38.6,994.08
540.65,16.72,31.6,39.2,994
974.56,17.46,42.4,40.6,994.06
1053.7,17.04,41.4,46,994.18
1103.6,16.7,33.6,48.6,994.16
992.53,17.34,29.6,45,994.04
875.94,16.74,29.4,43.8,994.08
478.68,17.06,29.8,41.2,994.14
522.11,16.42,32.6,44.2,994.22
950.2,16.58,30.2,45,994.24
988.88,17.48,31.4,46.8,994.24
607.29,17.1,30.8,46.6,994.14
817,16.8,35,50.2,994.1
1001.9,17.08,31.2,47.2,994.08
1075.7,17.82,33.4,43,994
988.39,18.36,39.2,40.2,993.9
966.24,18.4,42.4,38,993.84
1079.6,18.62,46.6,37,993.8
993.1,18.6,46.6,37.6,993.8
1043.8,18.76,45.2,38.6,993.88
998.97,18.52,37.2,35.2,993.84
1016.7,18.72,35,37,993.8
854.39,18.74,34.2,38.6,993.86
966.37,18.54,32.8,38,993.8
993.16,18.64,28.6,38.4,993.76
877.11,18.88,32.8,37.4,993.74
874.52,19.1,28.8,36,993.62
886.01,19.04,27.2,35.2,993.56
889.59,19.26,25.2,34.4,993.5
831.95,19.24,27.2,35,993.48
544.01,18.98,25.2,35.2,993.4
281.23,18.2,27.4,38.8,993.42
260.31,18.26,28.2,39,993.4
277.19,18.28,30.8,37.8,993.4
423.22,18.22,25.6,37.2,993.4
321.76,18.12,21,36.8,993.32
271.99,18.14,18.2,37,993.3
318.74,18.34,30.4,36.2,993.24
575.41,18.68,27.6,32.4,993.22
661.26,19.2,27.8,29.6,993.2
427.74,19.34,27.6,30.2,993.2
477.61,19.24,32.6,30.6,993.2
427.46,19.06,30.8,32.6,993.2
402.86,19.28,22.6,32.8,993.2
287.77,18.8,26,32.8,993.26
345.65,19.04,27,32,993.2
313.09,19.06,30.6,31.8,993.2
250.87,18.8,28.2,31.4,993.2
243.92,18.78,29.6,31.4,993.2
330.58,18.9,27.8,30,993.16
349.88,19.16,28.6,30.4,993.1
276.86,19.04,29.6,30.8,993.1
228.88,18.82,26.8,31.4,993.1
206.66,18.88,30.2,31.4,993.1
281.3,19.02,28,31.8,993.1
495.53,19.52,20.2,31.2,993.02
279.18,19.62,24.6,30.4,993
164.07,18.86,27.6,31.4,993
269.17,18.8,25.2,31.8,993
357,19.42,28.8,30.8,993
178.89,19,29.6,31.8,993
138.53,18.9,24,32,993
101.13,18.6,21.8,33.4,993.06
71.18,18.54,25.6,33.8,993.1
52.058,18.4,28.8,34,993.22
61.342,18.34,26,33.6,993.3
92.338,18.42,27.8,33.8,993.38
118.44,18.54,25.4,33.4,993.4
99.14,18.44,28.8,35,993.5
87.58,18.36,23.6,35.4,993.5
70.88,18.2,22.8,36.8,993.5
65.284,18.18,20.8,37,993.56
48.34,18.02,19.4,37.8,993.62
35.944,17.9,19,38,993.7
26.934,17.86,17,38,993.76
20.282,17.7,18.4,39.6,993.8
35.058,17.76,17.6,39.8,993.82
17.136,17.66,16.6,41,993.84
15.37,17.56,15.8,41.2,993.9
16.556,17.42,15.8,42.2,993.9
12.566,17.32,17.2,42,993.86
7.158,17.1,17.2,43,993.8
3.324,16.92,17.2,43.6,993.8
2.076,16.88,14.6,43.6,993.76
1.07,16.7,13,46.6,993.74
0,16.54,14.2,47,993.8
0,16.66,13,46,993.8
0,16.56,13,46.4,993.8
0,16.574,11,46.188,993.87
0,16.509,11,46.658,994.05
0,16.445,11,47.127,994.23
0,16.38,11,47.597,994.4
0,16.315,11,48.067,994.58
0,16.251,11,48.537,994.76
0,16.186,11,49.006,994.94
0,16.121,11,49.476,995.11
0,16.056,11,49.946,995.29
0,15.992,11,50.415,995.47
0,15.927,11,50.885,995.65
0,15.862,11,51.355,995.82
0,15.797,11,51.825,996
0,15.733,11,52.294,996.18
0,15.668,11,52.764,996.36
0,15.603,11,53.234,996.53
0,15.539,11,53.704,996.71
0,15.474,11,54.173,996.89
0,15.409,11,54.643,997.07
0,15.344,11,55.113,997.24
0,15.28,11,55.582,997.42
0,15.215,11,56.052,997.6
0,15.15,11,56.522,997.77
0,15.086,11,56.992,997.95
0,15.021,11,57.461,998.13
0,14.956,11,57.931,998.31
0,14.891,11,58.401,998.48
0,14.827,11,58.871,998.66
0,14.762,11,59.34,998.84
0,14.697,11,59.81,999.02
0,14.633,11,60.28,999.19
0,14.568,11,60.749,999.37
0,14.503,11,61.219,999.55
0,14.438,11,61.689,999.73
0,14.374,11,62.159,999.9
0,14.309,11,62.628,1000.1
0,14.244,11,63.098,1000.3
0,14.18,11,63.568,1000.4
0,14.115,11,64.038,1000.6
0,14.05,11,64.507,1000.8
0,13.985,11,64.977,1001
0,13.921,11,65.447,1001.1
0,13.856,11,65.916,1001.3
0,13.791,11,66.386,1001.5
0,13.727,11,66.856,1001.7
0,13.662,11,67.326,1001.9
0,13.597,11,67.795,1002
0,13.532,11,68.265,1002.2
0,13.468,11,68.735,1002.4
0,13.403,11,69.205,1002.6
0,13.338,11,69.674,1002.7
0,13.273,11,70.144,1002.9
0,13.209,11,70.614,1003.1
0,13.144,11,71.084,1003.3
0,13.079,11,71.553,1003.5
0,13.015,11,72.023,1003.6
0,12.95,11,72.493,1003.8
0,12.885,11,72.962,1004
0,12.82,11,73.432,1004.2
0,12.756,11,73.902,1004.3
0,12.691,11,74.372,1004.5
0,12.626,11,74.841,1004.7
0,12.562,11,75.311,1004.9
0,12.497,11,75.781,1005.1
0,12.432,11,76.251,1005.2
0,12.367,11,76.72,1005.4
0,12.303,11,77.19,1005.6
0,12.238,11,77.66,1005.8
0,12.173,11,78.129,1005.9
0,12.109,11,78.599,1006.1
0,12.044,11,79.069,1006.3
0,11.979,11,79.539,1006.5
0,11.914,11,80.008,1006.6
0,11.85,11,80.478,1006.8
0,11.785,11,80.948,1007
0,11.72,11,81.418,1007.2
0,11.656,11,81.887,1007.4
0,11.591,11,82.357,1007.5
0,11.526,11,82.827,1007.7
0,11.461,11,83.296,1007.9
0,11.397,11,83.766,1008.1
0,11.332,11,84.236,1008.2
0,11.267,11,84.706,1008.4
0,11.203,11,85.175,1008.6
0,11.138,11,85.645,1008.8
0,11.073,11,86.115,1009
0,11.008,11,86.585,1009.1
0,10.944,11,87.054,1009.3
0,10.879,11,87.524,1009.5
0,10.814,11,87.994,1009.7
0,10.749,11,88.463,1009.8
0,10.685,11,88.933,1010
0,10.62,11,89.403,1010.2
0,10.555,11,89.873,1010.4
0,10.491,11,90.342,1010.6
0,10.426,11,90.812,1010.7
0,10.36,11,90.8,1010.8
0,10.34,10.6,91,1010.9
0,10.5,12.2,91.2,1011
0,10.7,11.8,90.4,1011
0,10.74,11.4,90.4,1011
0,10.7,12.2,90.6,1011.1
0,10.7,12.6,90.8,1011.1
0,10.72,12.2,90.6,1011.2
0.522,10.86,12.6,90.2,1011.2
2.184,10.8,12.2,90.4,1011.2
4.02,10.84,11.8,90.4,1011.3
6.864,10.78,11,91,1011.3
10.994,10.6,11,91.2,1011.3
16.868,10.66,11.4,90.8,1011.3
24.218,11.1,10.6,90.2,1011.3
33.742,11.28,11.8,90.4,1011.4
44.828,11.34,11.4,90.6,1011.5
56.892,11.48,8.2,90.4,1011.5
70.066,11.6,8,89.4,1011.5
83.526,11.36,8,89.2,1011.5
96.856,11.44,9.4,89,1011.5
112,12.08,8.4,88,1011.6
127.83,12.44,6.8,87.6,1011.6
144.31,12.66,7.4,86.4,1011.6
160.92,12.92,9.8,85.2,1011.7
177.86,13.12,9.2,84,1011.7
194.87,13.36,9.2,83,1011.7
212.11,13.6,9,82,1011.7
229.39,13.68,10.2,82,1011.7
246.27,13.8,9.6,81.4,1011.7
264.2,14.04,9.4,80.8,1011.8
283.36,14.1,8.6,79.8,1011.8
301.27,14.2,9.2,80,1011.8
319.02,14.38,8,79,1011.7
337.54,14.5,8.4,78.6,1011.8
354.71,14.74,9,77.8,1011.8
372.75,14.74,7.8,77.8,1011.9
391.17,14.92,8.4,76.8,1011.8
409.06,15.14,5,76,1011.8
428.61,15.34,7.6,75.2,1011.8
444.18,15.56,6.8,74.6,1011.8
457.06,15.86,6,73.2,1011.9
478.27,15.64,6,73,1011.9
499.77,15.9,6.8,72.4,1011.9
517.71,16.14,5.2,71.8,1011.9
534.87,16.64,7.4,69.2,1011.9
550.49,16.44,3.8,69.2,1011.9
568.46,16.66,1.8,68.4,1011.9
583.56,17.22,8.2,67.4,1011.8
600.49,17.96,5.8,63.8,1011.8
616.66,18.04,4,63,1011.8
635.24,18.28,9.4,62.2,1011.7
652.35,18.2,8.6,61.8,1011.7
665.36,18.62,8.2,60.6,1011.7
683.75,18.8,10.8,59,1011.6
700.64,19,9.6,58,1011.5
715.53,19.28,8.2,56.6,1011.5
732.02,19.16,9.2,56.4,1011.5
749.13,19.7,13,53.2,1011.4
762.03,19.8,11.8,53.4,1011.4
776.49,20.24,10.6,52.4,1011.4
784.63,20.38,7,52.2,1011.3
802.38,20.68,13,51.2,1011.3
819.14,20.9,11.4,49,1011.2
828.5,21.08,12.6,48.8,1011.2
845.29,21.72,11.8,47.4,1011.2
860.49,21.7,9.2,46.2,1011.2
868.43,21.7,13.8,45.8,1011.2
880.61,22.02,10.4,46.2,1011.2
893.27,22.22,14.2,44.6,1011.2
904.92,22.2,14.2,45,1011.1
913.47,22.54,14.8,44,1011.1
928.73,22.9,11.4,44.2,1011.1
936.76,22.78,14.2,43.8,1011
949.04,23.16,11.6,42.4,1011
954.26,23.18,9.4,42.6,1010.9
962,23.5,16,41.4,1010.9
971.22,23.94,10.2,40.6,1010.8
980.08,23.88,10,40,1010.8
986.86,23.82,14,40.2,1010.7
997.81,23.66,13.4,40.4,1010.7
1003.6,23.94,14.6,39.6,1010.7
1008.1,24.02,15,40.2,1010.6
1016.3,24.1,15.6,40.2,1010.5
1021.5,24.16,16.2,38.8,1010.5
1027,24.82,16.8,38.4,1010.4
1033.8,24.98,14.6,37.6,1010.4
1036.4,24.58,16.2,38.2,1010.4
1041,25.1,16,37.2,1010.3
1046.2,24.64,17.8,37.2,1010.2
1051,24.82,16.8,37.2,1010.2
1054.7,25.18,16.2,36,1010.2
1061.3,25.16,17.6,36,1010.1
1062.1,25.26,16,36.6,1010.1
1061.3,25.14,22.6,36.4,1010.1
1065.5,25.22,17.6,37,1010.1
1073.4,25.26,21.6,36.8,1010
1070,25.48,17.2,36.4,1009.9
1067.8,25.82,23.4,36,1009.8
1069.3,25.66,21.6,36.2,1009.8
1072.9,25.32,19.6,36.2,1009.8
1071.2,25.28,16.8,36.2,1009.7
1066.4,25.68,18.2,35.8,1009.6
1067.3,25.5,17.4,35.6,1009.6
1062.7,25.72,19.8,35.4,1009.5
1058.6,25.8,17.6,35.4,1009.5
1056.9,26.4,19.8,34,1009.4
1056.4,25.8,23.2,35,1009.3
1055.1,26.46,25.4,33.6,1009.2
1047.3,26.32,21,33.4,1009.2
1043.4,26.48,19.2,33,1009.1
1038.7,26.66,23.4,32.8,1008.9
1034.7,26.82,22.2,32.4,1008.9
1027.4,26.54,20.6,32.6,1008.9
1023.3,26.84,19.4,32.6,1008.8
1015,27.36,24.8,31,1008.7
1007.1,26.76,20.6,31.6,1008.6
1003.6,26.96,19,31.2,1008.5
991.6,27.12,23.2,30.2,1008.5
987.94,27.32,21.8,30.2,1008.4
976.76,27.28,25.4,29.8,1008.3
967.87,27.46,23.2,29.4,1008.3
953,27.84,24.2,29.2,1008.3
946.54,27.54,24,29.4,1008.2
935.42,28.1,25.2,27.8,1008.2
923.97,28.06,24.4,27.8,1008.2
911.87,27.66,28.6,27.6,1008.1
902.69,27.78,30.2,27.2,1008
892.95,27.34,25,27.2,1008
882.39,27.68,27.8,26.6,1008
865.97,27.8,28.8,26.6,1007.9
855.85,27.54,25.2,26.8,1007.9
844.88,27.62,27.2,26.2,1007.9
833.08,27.48,25.4,26.8,1007.8
817.89,27.58,26.8,26.4,1007.8
803.75,27.32,26.2,26.4,1007.7
789.93,27.84,29.2,26.2,1007.7
775.39,27.68,27.8,26.6,1007.6
761.78,27.6,27.2,26.6,1007.6
746.59,27.88,29,26.2,1007.5
733.87,27.44,31.4,26.8,1007.5
716.05,27.42,29.8,26.6,1007.5
703.56,27.2,29.4,26.8,1007.5
686.16,27.34,27.8,27,1007.4
671.74,27.18,28.2,27.2,1007.4
656.37,27.08,28.4,27.2,1007.4
640.32,27.44,30,26.8,1007.3
623.06,27.08,27.2,27.2,1007.3
606.44,27.04,25.2,27.2,1007.2
589.63,27.26,26.4,26.8,1007.2
574.75,27,24.4,27.6,1007.2
555.33,27.12,25,27.2,1007.1
539.54,27.12,28.6,27,1007.1
521.68,26.84,26,27,1007.2
502.68,27.06,24.2,27,1007.2
485.52,27,26.4,27,1007.1
468.89,26.96,25.6,27.6,1007.1
451.5,26.68,25.6,28.2,1007.1
432.81,26.56,22.2,28.4,1007.1
414.43,26.62,24.4,28.2,1007.1
394.86,26.74,26.4,28,1007.1
377.21,26.82,26,28.2,1007.1
358.94,26.74,25.6,29,1007.2
341.99,26.28,21.8,29.2,1007.2
325.09,26.2,24.8,28.8,1007.3
307.76,26.12,25.2,28.6,1007.3
289.02,26.1,24.2,29,1007.3
270.23,26.24,25.6,29,1007.3
253.72,25.92,23.8,29.2,1007.3
236.29,25.82,24.4,29.2,1007.3
219.08,25.8,24,29.6,1007.3
201.37,25.66,25.6,30,1007.3
183.95,25.62,23.8,30.8,1007.4
166.36,25.28,22,31.6,1007.4
149.71,25.26,20,32.2,1007.5
133.9,25.12,19.8,32.6,1007.5
118.5,25,19.4,33,1007.6
104.18,24.88,18.4,32.2,1007.6
90.234,24.72,17,32.8,1007.6
76.344,24.34,15.4,35,1007.6
63.392,24.26,17,34.8,1007.7
51.416,23.94,16.4,35.6,1007.7
40.334,23.68,14.6,35.8,1007.7
29.76,23.42,16.6,35.4,1007.7
20.366,22.9,16.2,38.8,1007.7
13.448,22.34,15.4,40.6,1007.7
9.12,22.08,16.2,39,1007.7
6.176,21.5,13.8,42.6,1007.8
4.244,21.26,13.4,45.2,1007.8
2.774,20.98,13,46.6,1007.8
1.786,20.72,13.8,47.8,1007.8
0.974,20.42,12.6,48.4,1007.8
0,20.151,12.992,50.167,1007.8
0,20.029,12.971,50.585,1007.6
0,19.907,12.95,51.002,1007.5
0,19.785,12.929,51.42,1007.4
0,19.663,12.908,51.837,1007.3
0,19.541,12.887,52.255,1007.2
0,19.418,12.866,52.672,1007.1
0,19.296,12.846,53.09,1007
0,19.174,12.825,53.507,1006.8
0,19.052,12.804,53.925,1006.7
0,18.93,12.783,54.342,1006.6
0,18.808,12.762,54.76,1006.5
0,18.686,12.741,55.177,1006.4
0,18.563,12.72,55.595,1006.3
0,18.441,12.699,56.013,1006.1
0,18.319,12.678,56.43,1006
0,18.197,12.658,56.848,1005.9
0,18.075,12.637,57.265,1005.8
0,17.953,12.616,57.683,1005.7
0,17.831,12.595,58.1,1005.6
0,17.709,12.574,58.518,1005.5
0,17.586,12.553,58.935,1005.3
0,17.464,12.532,59.353,1005.2
0,17.342,12.511,59.77,1005.1
0,17.22,12.491,60.188,1005
0,17.098,12.47,60.605,1004.9
0,16.976,12.449,61.023,1004.8
0,16.854,12.428,61.441,1004.7
0,16.732,12.407,61.858,1004.5
0,16.609,12.386,62.276,1004.4
0,16.487,12.365,62.693,1004.3
0,16.365,12.344,63.111,1004.2
0,16.243,12.324,63.528,1004.1
0,16.121,12.303,63.946,1004
0,15.999,12.282,64.363,1003.9
0,15.877,12.261,64.781,1003.7
0,15.754,12.24,65.198,1003.6
0,15.632,12.219,65.616,1003.5
0,15.51,12.198,66.033,1003.4
0,15.388,12.177,66.451,1003.3
0,15.266,12.157,66.868,1003.2
0,15.144,12.136,67.286,1003
0,15.022,12.115,67.704,1002.9
0,14.9,12.094,68.121,1002.8
0,14.777,12.073,68.539,1002.7
0,14.655,12.052,68.956,1002.6
0,14.533,12.031,69.374,1002.5
0,14.411,12.01,69.791,1002.4
0,14.289,11.99,70.209,1002.2
0,14.167,11.969,70.626,1002.1
0,14.045,11.948,71.044,1002
0,13.923,11.927,71.461,1001.9
0,13.8,11.906,71.879,1001.8
0,13.678,11.885,72.296,1001.7
0,13.556,11.864,72.714,1001.6
0,13.434,11.843,73.132,1001.4
0,13.312,11.823,73.549,1001.3
0,13.19,11.802,73.967,1001.2
0,13.068,11.781,74.384,1001.1
